Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,Molecule,Canonical SMILES,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,
Camellia sinensis,Gibberellin A15,OC(=O)[C@H]1[C@H]2[C@@]3([C@H]4[C@@]51CC(=C)[C@H](C5)CC4)CCC[C@]2(C)C(=O)OC3,C20H26O4,330.42,24,0,0.8,1,4,1,89.49,63.6,2.43,3.25,3.41,3.62,3.36,3.21,-3.87,4.46E-02,1.35E-04,Soluble,-4.26,1.82E-02,5.50E-05,Moderately soluble,-3.38,1.37E-01,4.15E-04,Soluble,High,Yes,Yes,No,No,No,No,No,-6.01,0,0,0,0,0,0.85,0,1,0,5.61
Camellia sinensis,Gibberellin A19,O=C[C@]12CCC[C@@]([C@H]2[C@@H]([C@@]23[C@H]1CC[C@](C3)(C(=C)C2)O)C(=O)O)(C)C(=O)O,C20H26O6,362.42,26,0,0.75,3,6,3,93.49,111.9,1.44,0.69,2.25,1.89,2.32,1.72,-2.32,1.72E+00,4.75E-03,Soluble,-2.62,8.75E-01,2.41E-03,Soluble,-2.15,2.58E+00,7.13E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.02,0,0,0,0,0,0.56,0,2,1,5.41
v,Gibberellin A20,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CCC[C@@]2(C)C(=O)O3,C19H24O5,332.39,24,0,0.79,1,5,2,86.18,83.83,1.85,1.2,2.28,2.56,2.61,2.1,-2.59,8.53E-01,2.57E-03,Soluble,-2.56,9.22E-01,2.77E-03,Soluble,-2.75,5.97E-01,1.79E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.48,0,0,0,0,0,0.56,0,1,0,5.74
Camellia sinensis,Gibberellin A38,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CC[C@@H]([C@@]2(C)C(=O)OC3)O,C20H26O6,362.42,26,0,0.8,1,6,3,91.85,104.06,1.73,0.46,1.5,1.98,1.96,1.52,-2.31,1.77E+00,4.89E-03,Soluble,-2.21,2.22E+00,6.11E-03,Soluble,-2.2,2.29E+00,6.32E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.18,0,0,0,0,0,0.56,0,1,1,5.9
Camellia sinensis,Gibberellin A51,O[C@H]1C[C@@]23OC(=O)[C@](C1)([C@H]3[C@@H]([C@]13[C@H]2CC[C@H](C1)C(=C)C3)C(=O)O)C,C19H24O5,332.39,24,0,0.79,1,5,2,86.14,83.83,2.08,1.68,2.14,2.56,2.22,2.14,-2.89,4.25E-01,1.28E-03,Soluble,-3.05,2.93E-01,8.81E-04,Soluble,-2.3,1.68E+00,5.06E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.13,0,0,0,0,0,0.56,0,1,0,5.89
b,Gibberellin A53,OC(=O)[C@H]1[C@H]2[C@@]([C@H]3[C@]41CC(=C)[C@](C4)(O)CC3)(C)CCC[C@@]2(C)C(=O)O,C20H28O5,348.43,25,0,0.8,2,5,3,93.29,94.83,1.93,2.24,3.08,2.79,2.62,2.53,-3.28,1.83E-01,5.25E-04,Soluble,-3.87,4.73E-02,1.36E-04,Soluble,-2.6,8.85E-01,2.54E-03,Soluble,High,No,Yes,No,No,No,No,No,-6.84,0,0,0,0,0,0.56,0,1,0,5.44
Camellia sinensis,Jasmonic acid,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O,C12H18O3,210.27,15,0,0.67,5,3,1,59.18,54.37,1.95,1.6,2.41,1.68,2.42,2.01,-1.82,3.17E+00,1.51E-02,Very soluble,-2.35,9.32E-01,4.43E-03,Soluble,-1.77,3.59E+00,1.71E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.45,0,0,0,0,0,0.85,0,1,1,3.34
Camellia sinensis,Methyl jasmonate,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,C13H20O3,224.3,16,0,0.69,6,3,0,63.5,43.37,2.36,1.92,2.5,1.95,2.96,2.34,-2.04,2.03E+00,9.03E-03,Soluble,-2.45,7.88E-01,3.51E-03,Soluble,-2.47,7.58E-01,3.38E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.31,0,0,0,0,0,0.55,0,1,1,3.38
Camellia sinensis,Taxifolin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,C15H12O7,304.25,22,12,0.13,1,7,5,74.76,127.45,0.71,0.95,0.86,-0.64,0.66,0.51,-2.66,6.62E-01,2.18E-03,Soluble,-3.21,1.86E-01,6.12E-04,Soluble,-2.03,2.87E+00,9.42E-03,Soluble,High,No,No,No,No,No,No,No,-7.48,0,0,0,0,0,0.55,1,1,0,3.51
Camellia sinensis,Catechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.33,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Camellia sinensis,Epicatechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.47,0.36,1.22,0.24,0.98,0.85,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Camellia sinensis,(+)-Epicatechin,Oc1cc2O[C@@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.37,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Camellia sinensis,Epigallocatechin gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,C22H18O11,458.37,33,18,0.14,4,11,8,112.06,197.37,1.53,1.17,1.91,-0.18,0.57,1,-3.56,1.27E-01,2.76E-04,Soluble,-4.91,5.64E-03,1.23E-05,Moderately soluble,-2.5,1.46E+00,3.18E-03,Soluble,Low,No,No,No,No,No,No,No,-8.27,2,0,1,1,3,0.17,1,1,1,4.2
Camellia sinensis,Naringenin,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,C15H12O5,272.25,20,12,0.13,1,5,3,71.57,86.99,1.75,2.52,2.19,0.71,2.05,1.84,-3.49,8.74E-02,3.21E-04,Soluble,-3.99,2.77E-02,1.02E-04,Soluble,-3.42,1.04E-01,3.82E-04,Soluble,High,No,Yes,Yes,No,No,No,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.01
Camellia sinensis,Isovitexin,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,C21H20O10,432.38,31,16,0.29,3,10,7,106.61,181.05,1.97,0.21,-0.23,-2.02,0.33,0.05,-2.84,6.29E-01,1.46E-03,Soluble,-3.57,1.16E-01,2.68E-04,Soluble,-2.38,1.81E+00,4.20E-03,Soluble,Low,No,No,No,No,No,No,No,-8.79,1,0,1,1,2,0.55,0,0,1,4.99
Camellia sinensis,Vitexin,OC[C@@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O,C21H20O10,432.38,31,16,0.29,3,10,7,106.61,181.05,-0.09,0.21,-0.23,-2.02,0.33,-0.36,-2.84,6.29E-01,1.46E-03,Soluble,-3.57,1.16E-01,2.68E-04,Soluble,-2.38,1.81E+00,4.20E-03,Soluble,Low,No,No,No,No,No,No,No,-8.79,1,0,1,1,2,0.55,0,0,1,5.12
Camellia sinensis,n-Pentadecane,CCCCCCCCCCCCCCC,C15H32,212.41,15,0,1,12,0,0,74.22,0,4.5,7.74,6.1,6.19,5.77,6.06,-5.24,1.22E-03,5.74E-06,Moderately soluble,-7.58,5.55E-06,2.61E-08,Poorly soluble,-5.92,2.54E-04,1.19E-06,Moderately soluble,Low,No,No,Yes,No,No,No,No,-2.1,1,1,1,1,2,0.55,0,0,3,2.15
Camellia sinensis,(Z)-Jasmone,CC/C=C\CC1=C(C)CCC1=O,C11H16O,164.24,12,0,0.55,3,1,0,52.13,17.07,2.54,2.2,3.02,2.39,3.45,2.72,-2.05,1.48E+00,8.99E-03,Soluble,-2.19,1.05E+00,6.42E-03,Soluble,-2.79,2.65E-01,1.61E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.74,0,0,0,0,2,0.55,0,1,1,2.98
Camellia sinensis,Indole,c1ccc2c(c1)[nH]cc2,C8H7N,117.15,9,9,0,0,0,1,38.3,15.79,1.43,2.05,2.17,1.57,2.66,1.98,-2.6,2.96E-01,2.52E-03,Soluble,-2.01,1.14E+00,9.77E-03,Soluble,-3.23,6.90E-02,5.89E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-5.56,0,3,0,0,2,0.55,0,0,1,1
 Camellia sinensis,Adenine,Nc1ncnc2c1nc[nH]2,C5H5N5,135.13,10,9,0,0,3,2,36.09,80.48,0.42,0.13,-0.06,-1.23,0.47,-0.05,-1.43,5.07E+00,3.75E-02,Very soluble,-1.38,5.68E+00,4.21E-02,Very soluble,-1.77,2.27E+00,1.68E-02,Soluble,High,No,No,Yes,No,No,No,No,-7.03,0,3,0,0,1,0.55,0,0,1,1.67
 Camellia sinensis,Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,C8H10N4O2,194.19,14,9,0.38,0,3,0,52.04,61.82,1.79,-0.07,-1.03,-0.19,-0.5,0,-1.48,6.50E+00,3.35E-02,Very soluble,-0.78,3.25E+01,1.67E-01,Very soluble,-0.67,4.15E+01,2.14E-01,Soluble,High,No,No,No,No,No,No,No,-7.53,0,1,0,0,1,0.55,0,0,1,2.03
 Camellia sinensis,Theobromine,Cn1cnc2c1c(=O)[nH]c(=O)n2C,C7H8N4O2,180.16,13,9,0.29,0,3,1,47.14,72.68,1.22,-0.78,-1.04,-0.52,0.12,-0.2,-0.98,1.90E+01,1.05E-01,Very soluble,-0.27,9.72E+01,5.39E-01,Very soluble,-1.1,1.42E+01,7.89E-02,Soluble,High,No,No,No,No,No,No,No,-7.95,0,1,0,0,1,0.55,0,0,1,1.93
 Camellia sinensis,Theophylline,O[C@@H]1C[C@](O)(C[C@H]([C@@H]1O)OC(=O)c1cc(O)c(c(c1)O)O)C(=O)O,C14H16O10,344.27,24,6,0.43,4,10,7,75.81,184.98,-0.26,-1.21,-1.34,-1.71,-1.66,-1.24,-1.13,2.53E+01,7.36E-02,Very soluble,-2.18,2.27E+00,6.60E-03,Soluble,1.06,3.95E+03,1.15E+01,Soluble,Low,No,No,No,No,No,No,No,-9.26,1,1,1,1,2,0.11,1,1,0,3.84
Camellia sinensis,3-O-Galloylquinic acid,O[C@@H]1C[C@](O)(C[C@H]([C@@H]1O)OC(=O)c1cc(O)c(c(c1)O)O)C(=O)O,C14H16O10,344.27,24,6,0.43,4,10,7,75.81,184.98,-0.26,-1.21,-1.34,-1.71,-1.66,-1.24,-1.13,2.53E+01,7.36E-02,Very soluble,-2.18,2.27E+00,6.60E-03,Soluble,1.06,3.95E+03,1.15E+01,Soluble,Low,No,No,No,No,No,No,No,-9.26,1,1,1,1,2,0.11,1,1,0,3.84
Camellia sinensis,3-O-Caffeoylquinic acid,O=C(O[C@@H]1C[C@@](O)(C[C@H]([C@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,C16H18O9,354.31,25,6,0.38,5,9,6,83.5,164.75,0.87,-0.42,-0.75,-1.05,-0.61,-0.39,-1.62,8.50E+00,2.40E-02,Very soluble,-2.58,9.42E-01,2.66E-03,Soluble,0.4,8.94E+02,2.52E+00,Soluble,Low,No,No,No,No,No,No,No,-8.76,1,1,1,1,2,0.11,1,2,1,4.16
Camellia sinensis,trans-Citral,O=C/C=C(/CCC=C(C)C)\C,C10H16O,152.23,11,0,0.5,4,1,0,49.44,17.07,2.51,3.03,2.88,2.49,2.65,2.71,-2.43,5.67E-01,3.73E-03,Soluble,-3.05,1.34E-01,8.83E-04,Soluble,-1.96,1.66E+00,1.09E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.08,0,1,0,0,2,0.55,0,3,1,2.49
Camellia sinensis,Barringtogenol C,OC[C@]12[C@H](O)C[C@@]3(C(=CC[C@H]4[C@@]3(C)CC[C@@H]3[C@]4(C)CC[C@@H](C3(C)C)O)[C@@H]2CC([C@H]([C@@H]1O)O)(C)C)C,C30H50O5,490.72,35,0,0.93,1,5,5,139.53,101.15,3.74,4.64,4.05,3.44,3.63,3.9,-5.74,8.94E-04,1.82E-06,Moderately soluble,-6.49,1.59E-04,3.23E-07,Poorly soluble,-4.12,3.68E-02,7.50E-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6,0,3,0,0,0,0.55,0,1,2,6.72
Camellia sinensis,Kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.7,1.9,2.28,-0.03,2.03,1.58,-3.31,1.40E-01,4.90E-04,Soluble,-3.86,3.98E-02,1.39E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,0,3.14
Camellia sinensis,Pollenitin,COc1cc(O)c2c(c1O)oc(c(c2=O)O)c1ccc(cc1)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.18,2.49,2.29,-0.31,2.06,1.74,-3.75,5.59E-02,1.77E-04,Soluble,-4.66,6.88E-03,2.17E-05,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,1,0,3.28
Camellia sinensis,Trifolin,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@@H]([C@H]1O)O)O,C21H20O11,448.38,32,16,0.29,4,11,7,108.13,190.28,1.43,0.72,-0.24,-2.1,-0.12,-0.07,-3.18,2.97E-01,6.61E-04,Soluble,-4.29,2.28E-02,5.08E-05,Moderately soluble,-2.1,3.55E+00,7.91E-03,Soluble,Low,No,No,No,No,No,No,No,-8.52,2,0,1,1,3,0.17,0,0,1,5.29
Camellia sinensis,Astragalin,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H20O11,448.38,32,16,0.29,4,11,7,108.13,190.28,1.29,0.72,-0.24,-2.1,-0.12,-0.09,-3.18,2.97E-01,6.61E-04,Soluble,-4.29,2.28E-02,5.08E-05,Moderately soluble,-2.1,3.55E+00,7.91E-03,Soluble,Low,No,No,No,No,No,No,No,-8.52,2,0,1,1,3,0.17,0,0,1,5.29
Camellia sinensis,Tricetinidin,Oc1cc(O)c2c(c1)[o+]c(cc2)c1cc(O)c(c(c1)O)O,C15H11O6,287.24,21,16,0,1,6,5,76.17,114.29,-2.42,1.05,2.91,0.32,0.26,0.42,-2.78,4.76E-01,1.66E-03,Soluble,-3.04,2.61E-01,9.10E-04,Soluble,-2.44,1.05E+00,3.66E-03,Soluble,High,No,Yes,Yes,No,No,No,No,-7.31,0,0,0,0,0,0.55,1,2,0,2.96
Camellia sinensis,Idaein,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)[C@@H]([C@H]([C@H]1O)O)O,C21H21O11,449.38,32,16,0.29,4,11,8,108.29,193.44,-6.33,0.14,0.38,-1.76,-1.91,-1.9,-2.82,6.80E-01,1.51E-03,Soluble,-3.76,7.83E-02,1.74E-04,Soluble,-0.93,5.23E+01,1.16E-01,Soluble,Low,No,No,No,No,No,No,No,-8.94,2,0,1,1,3,0.17,1,2,1,5.27
 Camellia sinensis,Empetrin,OC[C@@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@@H]([C@H]([C@H]1O)O)O,C21H21O12,465.38,33,16,0.29,4,12,9,110.32,213.67,-3.07,-0.22,0.09,-2.25,-2.38,-1.57,-2.68,9.69E-01,2.08E-03,Soluble,-3.81,7.21E-02,1.55E-04,Soluble,-0.34,2.11E+02,4.54E-01,Soluble,Low,No,No,No,No,No,No,No,-9.3,2,0,1,1,3,0.17,1,2,1,5.3
Camellia sinensis,Xanthosine,OC[C@@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(=O)[nH]c2=O,C10H12N4O6,284.23,20,9,0.5,2,7,5,63.92,153.46,-0.37,-2.36,-3.3,-2.3,-1.36,-1.94,-0.32,1.37E+02,4.83E-01,Very soluble,-0.32,1.35E+02,4.73E-01,Very soluble,0.24,4.95E+02,1.74E+00,Soluble,Low,No,No,No,No,No,No,No,-9.71,0,1,1,1,2,0.55,0,0,0,3.84
Camellia sinensis,IMP,O[C@@H]1[C@H](O)[C@@H](O[C@@H]1n1cnc2c1[nH]cnc2=O)COP(=O)(O)O,C10H13N4O8P,348.21,23,9,0.5,4,10,5,72.01,189.83,-1.47,-3.75,-2.48,-3,-2.67,-2.67,0.34,7.58E+02,2.18E+00,Highly soluble,0.35,7.86E+02,2.26E+00,Highly soluble,1,3.47E+03,9.98E+00,Soluble,Low,No,No,No,No,No,No,No,-11.09,1,1,1,1,2,0.11,0,1,0,4.25
Camellia sinensis,dihydrokaempferol,Oc1ccc(cc1)[C@@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O,C15H12O6,288.25,21,12,0.13,1,6,4,72.73,107.22,1.51,1.31,1.16,-0.1,1.15,1.01,-2.81,4.47E-01,1.55E-03,Soluble,-3.16,1.98E-01,6.88E-04,Soluble,-2.61,7.12E-01,2.47E-03,Soluble,High,No,No,No,No,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,0,3.42
Camellia sinensis,Leucocyanidin,Oc1cc2O[C@@H](c3ccc(c(c3)O)O)[C@H]([C@H](c2c(c1)O)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,75.5,130.61,1.37,-0.75,0.39,-0.56,0.08,0.11,-1.6,7.62E+00,2.49E-02,Very soluble,-1.52,9.34E+00,3.05E-02,Very soluble,-1.33,1.43E+01,4.68E-02,Soluble,High,No,No,No,No,No,No,No,-8.7,1,0,0,0,1,0.55,1,1,0,3.76
Camellia sinensis,7-Methylxanthine,O=c1[nH]c(=O)c2c([nH]1)ncn2C,C6H6N4O2,166.14,12,9,0.17,0,3,2,42.24,83.54,0.66,-0.89,-1.05,-0.88,0.76,-0.28,-0.86,2.27E+01,1.37E-01,Very soluble,-0.38,6.89E+01,4.15E-01,Very soluble,-1.53,4.85E+00,2.92E-02,Soluble,High,No,No,No,No,No,No,No,-7.95,0,2,0,0,1,0.55,0,0,1,1.72
Camellia sinensis,Xanthosine 5'-monophosphate,O=c1[nH]c(=O)c2c([nH]1)n(cn2)[C@H]1O[C@H]([C@H]([C@@H]1O)O)COP(=O)(O)O,C10H13N4O9P,364.21,24,9,0.5,4,10,6,74.83,209.8,-1.45,-4.01,-3.18,-3.02,-2.5,-2.83,0.41,9.46E+02,2.60E+00,Highly soluble,0.2,5.83E+02,1.60E+00,Highly soluble,1.1,4.62E+03,1.27E+01,Soluble,Low,No,No,No,No,No,No,No,-11.37,2,1,1,1,3,0.11,0,1,1,4.3
Camellia sinensis,7-Methylxanthosine,OC[C@@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CN(C2C1NC(=O)NC2=O)C,C11H18N4O6,302.28,21,0,0.82,2,8,5,81.06,134.6,-0.27,-2.41,-5.36,-2.51,-3.75,-2.86,-0.06,2.61E+02,8.63E-01,Very soluble,0.12,4.01E+02,1.33E+00,Highly soluble,1.66,1.39E+04,4.59E+01,Soluble,Low,No,Yes,No,No,No,No,No,-9.86,0,1,0,1,1,0.55,0,0,0,4.55
Camellia sinensis,Epiafzelechin,Oc1ccc(cc1)[C@H]1Oc2cc(O)cc(c2C[C@H]1O)O,C15H14O5,274.27,20,12,0.2,1,5,4,72.31,90.15,1.51,0.72,1.52,0.79,1.47,1.2,-2.37,1.16E+00,4.25E-03,Soluble,-2.19,1.76E+00,6.43E-03,Soluble,-2.72,5.19E-01,1.89E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.46,0,0,0,0,0,0.55,0,0,0,3.39
Camellia sinensis,ent-Catechin,Oc1cc2O[C@@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.36,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Camellia sinensis,Gallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,76.36,130.61,1.47,0,0.93,-0.29,0.49,0.52,-2.08,2.57E+00,8.39E-03,Soluble,-2.29,1.56E+00,5.08E-03,Soluble,-1.56,8.42E+00,2.75E-02,Soluble,High,No,No,No,No,No,No,No,-8.17,1,0,0,0,1,0.55,1,1,0,3.53
 Camellia sinensis,(-)-Epigallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,76.36,130.61,0.98,0,0.93,-0.29,0.49,0.42,-2.08,2.57E+00,8.39E-03,Soluble,-2.29,1.56E+00,5.08E-03,Soluble,-1.56,8.42E+00,2.75E-02,Soluble,High,No,No,No,No,No,No,No,-8.17,1,0,0,0,1,0.55,1,1,0,3.53
 Camellia sinensis,Epiafzelechin 3-O-gallate,Oc1ccc(cc1)[C@H]1Oc2cc(O)cc(c2C[C@H]1OC(=O)c1cc(O)c(c(c1)O)O)O,C22H18O9,426.37,31,18,0.14,4,9,6,108.02,156.91,0.89,1.88,2.5,0.82,1.51,1.52,-3.83,6.25E-02,1.47E-04,Soluble,-4.8,6.80E-03,1.60E-05,Moderately soluble,-3.68,8.93E-02,2.09E-04,Soluble,Low,No,No,No,No,No,No,No,-7.57,1,0,1,1,2,0.55,1,1,1,4.1
Camellia sinensis,(-)-Epicatechin 3-O-gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,C22H18O10,442.37,32,18,0.14,4,10,7,110.04,177.14,1.7,1.53,2.2,0.32,1.04,1.36,-3.7,8.85E-02,2.00E-04,Soluble,-4.86,6.12E-03,1.38E-05,Moderately soluble,-3.09,3.60E-01,8.15E-04,Soluble,Low,No,No,No,No,No,No,No,-7.91,1,0,1,1,2,0.55,1,1,1,4.16
Camellia sinensis,Epicatechin 3-O-(3-O-methylgallate),COc1cc(cc(c1O)O)C(=O)O[C@@H]1Cc2c(O)cc(cc2O[C@@H]1c1ccc(c(c1)O)O)O,C23H20O10,456.4,33,18,0.17,5,10,6,114.51,166.14,2.35,1.85,2.51,0.53,1.59,1.77,-3.91,5.63E-02,1.23E-04,Soluble,-4.96,5.01E-03,1.10E-05,Moderately soluble,-3.78,7.63E-02,1.67E-04,Soluble,Low,No,No,No,No,No,No,Yes,-7.77,1,0,1,1,2,0.55,1,1,1,4.32
Camellia sinensis,Epicatechin 3-O-(4-O-methylgallate),COc1c(O)cc(cc1O)C(=O)O[C@@H]1Cc2c(O)cc(cc2O[C@@H]1c1ccc(c(c1)O)O)O,C23H20O10,456.4,33,18,0.17,5,10,6,114.51,166.14,2.38,1.85,2.51,0.53,1.59,1.77,-3.91,5.63E-02,1.23E-04,Soluble,-4.96,5.01E-03,1.10E-05,Moderately soluble,-3.78,7.63E-02,1.67E-04,Soluble,Low,No,No,No,No,No,No,Yes,-7.77,1,0,1,1,2,0.55,1,1,1,4.28
Thymus vulgaris,Luteolin 7-O-beta-D-glucuronide,OC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H18O12,462.36,33,16,0.24,4,12,7,108.74,207.35,1.56,0.97,-0.15,-2.12,-0.57,-0.06,-3.41,1.79E-01,3.87E-04,Soluble,-4.91,5.66E-03,1.22E-05,Moderately soluble,-1.63,1.08E+01,2.33E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.43,2,0,1,1,3,0.11,0,1,1,5.11
Thymus vulgaris,3-Carene,CC1=CC[C@H]2[C@@H](C1)C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.38,3,4.29,2.79,3.42,-3.44,4.90E-02,3.60E-04,Soluble,-4.1,1.09E-02,8.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.02,1,1,0,0,2,0.55,1,1,2,3.84
Thymus vulgaris,"3,4,3',4'-Tetrahydroxy-5,5'-diisopropyl-2,2'-dimethylbiphenyl",CC(c1cc(c2cc(C(C)C)c(c(c2C)O)O)c(c(c1O)O)C)C,C20H26O4,330.42,24,12,0.4,3,4,4,99.06,80.92,3.13,5.11,5.04,3.2,4.77,4.25,-5.28,1.73E-03,5.25E-06,Moderately soluble,-6.55,9.24E-05,2.80E-07,Poorly soluble,-5.01,3.24E-03,9.82E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-4.69,0,0,0,0,1,0.55,1,1,1,2.7
Thymus vulgaris,"1,8-Cineole",C[C@]12CC[C@H](CC1)C(O2)(C)C,C10H18O,154.25,11,0,1,0,1,0,47.12,9.23,2.58,2.74,2.74,2.45,2.86,2.67,-2.52,4.63E-01,3.00E-03,Soluble,-2.59,3.98E-01,2.58E-03,Soluble,-2.45,5.45E-01,3.53E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.3,0,1,0,0,2,0.55,0,0,1,3.65
